publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Australian Journal of Grape and Wine Research","1322-7130","1755-0238",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-0238",,"10.1111/(ISSN)1755-0238","","","",""
"Australian Journal of Politics and History","0004-9522","1467-8497",1997-01-01,43,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8497",,"10.1111/(ISSN)1467-8497","","","",""
"Australian Journal of Psychology","0004-9530","1742-9536",1997-01-01,49,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-9536",,"10.1111/(ISSN)1742-9536","","","",""
"Australian Journal of Public Administration","0313-6647","1467-8500",1997-01-01,56,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8500",,"10.1111/(ISSN)1467-8500","","","",""
"Australian Journal of Rural Health","1038-5282","1440-1584",1997-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1584",,"10.1111/(ISSN)1440-1584","","","",""
"Australian Occupational therapy Journal","0045-0766","1440-1630",1999-01-01,46,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1630",,"10.1111/(ISSN)1440-1630","","","",""
"Australian Psychologist","0005-0067","1742-9544",1997-01-01,32,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-9544",,"10.1111/(ISSN)1742-9544","","","",""
"Australian Veterinary Journal","0005-0423","1751-0813",1997-01-01,75,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-0813",,"10.1111/(ISSN)1751-0813","","","",""
"Autonomic and Autacoid Pharmacology","1474-8665","1474-8673",1997-01-01,22,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1474-8673",,"10.1111/(ISSN)1474-8673","","","",""
"Basic and Applied Pathology","","1755-9294",2008-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-9294",,"10.1111/(ISSN)1755-9294","","","",""
"Basic and Clinical Pharmacology and toxicology","1742-7835","1742-7843",1997-01-01,80,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-7843",,"10.1111/(ISSN)1742-7843","","","",""
"Basin Research","0950-091X","1365-2117",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2117",,"10.1111/(ISSN)1365-2117","","","",""
"Bauphysik","0171-5445","1437-0980",2004-01-01,26,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1437-0980",,"10.1002/(ISSN)1437-0980","","","",""
"Bautechnik","0932-8351","1437-0999",2004-01-01,81,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1437-0999",,"10.1002/(ISSN)1437-0999","","","",""
"Behavioral interventions","1072-0847","1099-078X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-078X",,"10.1002/(ISSN)1099-078X","","","",""
"Behavioral Sciences and the Law","0735-3936","1099-0798",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0798",,"10.1002/(ISSN)1099-0798","","","",""
"Bell Labs Technical Journal","1089-7089","1538-7305",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1538-7305",,"10.1002/(ISSN)1538-7305","","","",""
"Berichte Zur Wissenschaftsgeschichte","0170-6233","1522-2365",2002-01-01,25,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2365",,"10.1002/(ISSN)1522-2365","","","",""
"Beton- Und Stahlbetonbau","0005-9900","1437-1006",2004-01-01,99,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1437-1006",,"10.1002/(ISSN)1437-1006","","","",""
"Bioelectromagnetics","0197-8462","1521-186X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-186X",,"10.1002/(ISSN)1521-186X","","","",""
"Bioessays","0265-9247","1521-1878",1998-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-1878",,"10.1002/(ISSN)1521-1878","","","",""
"Bioethics","0269-9702","1467-8519",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8519",,"10.1111/(ISSN)1467-8519","","","",""
"Biological Journal of the Linnean Society","0024-4066","1095-8312",1997-01-01,60,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1095-8312",,"10.1111/(ISSN)1095-8312","","","",""
"Biological Reviews","1464-7931","1469-185X",1997-01-01,72,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-185X",,"10.1111/(ISSN)1469-185X","","","",""
"Biologie in Unserer Zeit","0045-205X","1521-415X",2000-01-01,30,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-415X",,"10.1002/(ISSN)1521-415X","","","",""
"Biology of the Cell","0248-4900","1768-322X",1997-01-01,103,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1768-322X/issues/",,"10.1111/(ISSN)1768-322X","","","",""
"Biomedical Chromatography","0269-3879","1099-0801",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0801",,"10.1002/(ISSN)1099-0801","","","",""
"Biometrical Journal","0323-3847","1521-4036",1998-01-01,40,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4036",,"10.1002/(ISSN)1521-4036","","","",""
"Biometrics","0006-341X","1541-0420",1999-01-01,55,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-0420",,"10.1111/(ISSN)1541-0420","","","",""
"Biopharmaceutics and Drug Disposition","0142-2782","1099-081X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-081X",,"10.1002/(ISSN)1099-081X","","","",""
"Biopolymers","0006-3525","1097-0282",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0282",,"10.1002/(ISSN)1097-0282","","","",""
"Biotechnology and Bioengineering","0006-3592","1097-0290",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0290",,"10.1002/(ISSN)1097-0290","","","",""
"Biotropica","0006-3606","1744-7429",1997-01-01,29,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-7429",,"10.1111/(ISSN)1744-7429","","","","The Association for Tropical Biology & Conservation"
"Bipolar Disorders","1398-5647","1399-5618",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-5618",,"10.1111/(ISSN)1399-5618","","","",""
"Birth","0730-7659","1523-536X",1997-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1523-536X",,"10.1111/(ISSN)1523-536X","","","",""
"Birth Defects Research","1542-9768","",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-0760",,"","","","",""
"Birth defects research. Part B, Developmental and reproductive toxicology ","1542-9733","",2003-01-01,68,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-9741",,"10.1002/(ISSN)1542-9741","","","",""
"Birth defects research. Part C, Embryo today","1542-975X","",2003-01-01,69,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-9768",,"10.1002/(ISSN)1542-9768","","","",""
"Birth defects research. Part A, Clinical and molecular teratology ","1542-0752","",2003-01-01,67,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-0760",,"","","","",""
"BJOG : An International Journal of Obstetrics and Gynaecology","1470-0328","1471-0528",1997-01-01,104,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-0528",,"10.1111/(ISSN)1471-0528","","","",""
"BJU International","1464-4096","1464-410X",1997-01-01,79,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1464-410X",,"10.1111/(ISSN)1464-410X","","","free back issues after 1 year back to Jan 1st 1997",""
"Board and Administrator For Administrators Only","1525-7878","1949-3215",2009-01-01,25,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1949-3215",,"10.1002/(ISSN)1949-3215","","","",""
"Board Leadership: Policy Governance in Action","1061-4249","1542-7862",2000-01-01,2000,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-7862",,"10.1002/(ISSN)1542-7862","","","",""
"Boreas","0300-9483","1502-3885",1997-01-01,26,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1502-3885",,"10.1111/(ISSN)1502-3885","","","",""
"Botanical Journal of the Linnean Society","0024-4074","1095-8339",1997-01-01,123,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1095-8339",,"10.1111/(ISSN)1095-8339","","","",""
"Brain and Behavior","","2162-3279",2011-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2157-9032",,"10.1002/(ISSN)2157-9032","","","",""
"Brain Pathology","1015-6305","1750-3639",1997-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1750-3639",,"10.1111/(ISSN)1750-3639","","","",""
"British Journal of Clinical Pharmacology","0306-5251","1365-2125",1997-01-01,43,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2125",,"10.1111/(ISSN)1365-2125","","","free back issues after 1 year back to 1997",""
"British Journal of Clinical Psychology","0144-6657","2044-8260",1999-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8260",,"10.1111/(ISSN)2044-8260","","","",""
"British Journal of Dermatology","0007-0963","1365-2133",1997-01-01,136,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2133",,"10.1111/(ISSN)1365-2133","","","",""
"British Journal of Developmental Psychology","0261-510X","2044-835X",1999-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-835X",,"10.1111/(ISSN)2044-835X","","","",""
"British Journal of Educational Psychology","0007-0998","2044-8279",1997-01-01,67,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8279",,"10.1111/(ISSN)2044-8279","","","",""
"British Journal of Educational Technology","0007-1013","1467-8535",1997-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8535",,"10.1111/(ISSN)1467-8535","","","",""
"British Journal of Haematology","0007-1048","1365-2141",1997-01-01,100,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2141",,"10.1111/(ISSN)1365-2141","","","",""
"British Journal of Health Psychology","1359-107X","2044-8287",1999-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8287",,"10.1111/(ISSN)2044-8287","","","",""
"British Journal of industrial Relations","0007-1080","1467-8543",1997-01-01,35,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8543",,"10.1111/(ISSN)1467-8543","","","",""
"British Journal of Learning Disabilities","1354-4187","1468-3156",1997-01-01,25,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-3156",,"10.1111/(ISSN)1468-3156","","","",""
"British Journal of Management","1045-3172","1467-8551",1997-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8551",,"10.1111/(ISSN)1467-8551","","","",""
"British Journal of Mathematical and Statistical Psychology","0007-1102","2044-8317",1999-01-01,52,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8317",,"10.1111/(ISSN)2044-8317","","","",""
"British Journal of Politics and International Relations","1369-1481","1467-856X",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-856X",,"10.1111/(ISSN)1467-856X","","","",""
"British Journal of Psychology","0007-1269","2044-8295",1997-01-01,88,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8295",,"10.1111/(ISSN)2044-8295","","","",""
"British Journal of Psychotherapy","0265-9883","1752-0118",1997-01-01,13,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-0118",,"10.1111/(ISSN)1752-0118","","","",""
"British Journal of Social Psychology","0144-6665","2044-8309",1999-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8309",,"10.1111/(ISSN)2044-8309","","","",""
"British Journal of Special Education","0952-3383","1467-8578",1997-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8578",,"10.1111/(ISSN)1467-8578","","","",""
"British Journal of Surgery","0007-1323","1365-2168",1998-01-01,85,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1365-2168",,"10.1002/(ISSN)1365-2168","","","",""
"Bruce R Hopkins' Nonprofit Counsel","1542-8419","1542-8427",2003-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-8427",,"10.1002/(ISSN)1542-8427","","","",""
"Bulletin of Economic Research","0307-3378","1467-8586",1997-01-01,49,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8586",,"10.1111/(ISSN)1467-8586","","","",""
"Bulletin of Latin American Research","0261-3050","1470-9856",1997-01-01,16,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1470-9856",,"10.1111/(ISSN)1470-9856","","","",""
"Bulletin of the American Society For information Science and Technology ","","1550-8366",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1550-8366",,"10.1002/(ISSN)1550-8366","","","",""
"Bulletin of the institute of Classical Studies","0076-0730","2041-5370",1997-01-01,41,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-5370",,"10.1111/(ISSN)2041-5370","","","",""
"Business and Society Review","0045-3609","1467-8594",1998-01-01,99,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8594",,"10.1111/(ISSN)1467-8594","","","",""
"Business ethics: A European Review","0962-8770","1467-8608",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8608",,"10.1111/(ISSN)1467-8608","","","",""
"Business Strategy and the Environment","0964-4733","1099-0836",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0836",,"10.1002/(ISSN)1099-0836","","","",""
"Business Strategy Review","0955-6419","1467-8616",1997-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8616",,"10.1111/(ISSN)1467-8616","","","",""
"CA: A Cancer Journal For Clinicians","0007-9235","1542-4863",1997-01-01,47,,,,,"http://onlinelibrary.wiley.com/journal/10.3322/(ISSN)1542-4863",,"10.3322/(ISSN)1542-4863","","","",""
"Campus Legal Advisor","1531-3999","1945-6239",2008-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1945-6239",,"10.1002/(ISSN)1945-6239","","","",""
"Campus Security Report","1551-2800","1945-6247",2008-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1945-6247",,"10.1002/(ISSN)1945-6247","","","",""
"Canadian Journal of Administrative Sciences","0825-0383","1936-4490",1997-01-01,14,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-4490",,"10.1002/(ISSN)1936-4490","","","",""
"Canadian Journal of Agricultural Economics","0008-3976","1744-7976",1997-01-01,45,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-7976",,"10.1111/(ISSN)1744-7976","","","",""
"Canadian Journal of Economics","0008-4085","1540-5982",2000-01-01,33,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5982",,"10.1111/(ISSN)1540-5982","","","",""
"Canadian Public Administration/Administration Publique Du Canada","0008-4840","1754-7121",1997-01-01,40,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-7121",,"10.1111/(ISSN)1754-7121","","","",""
"Canadian Review of Sociology/Revue Canadienne De Sociologie","1755-6171","1755-618X",1997-01-01,34,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-618X",,"10.1111/(ISSN)1755-618X","","","",""
"Cancer","0008-543X","1097-0142",1997-01-01,79,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0142",,"10.1002/(ISSN)1097-0142","","","free back issues after 1 year back to Vol 1, 1948",""
"Cancer Cytopathology","1934-662X","1934-6638",1997-01-01,117,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1934-6638",,"10.1002/(ISSN)1934-6638","","","free back issues after 12 months",""
"Cancer Medicine ","","2045-7634",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7634",,"10.1002/(ISSN)2045-7634","","","",""
"Cancer Science","1347-9032","1349-7006",1997-01-01,88,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1349-7006",,"10.1111/(ISSN)1349-7006","","","free back issues after 2 years back to 1988",""
"Cardiovascular therapeutics","1755-5914","1755-5922",1997-01-01,15,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-5922",,"10.1111/(ISSN)1755-5922","","","free back issues afterr 1 year back to 1997",""
"Catheterization and Cardiovascular interventions","1522-1946","1522-726X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-726X",,"10.1002/(ISSN)1522-726X","","","",""
"Cell Biochemistry and Function  ","0263-6484","1099-0844",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0844",,"10.1002/(ISSN)1099-0844","","","",""
"Cell Proliferation","0960-7722","1365-2184",1997-01-01,30,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2184",,"10.1111/(ISSN)1365-2184","","","",""
"Cellular Microbiology ","1462-5814","1462-5822",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1462-5822",,"10.1111/(ISSN)1462-5822","","","free back issues after 2 years back to 1999",""
"Centaurus","0008-8994","1600-0498",1997-01-01,39,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0498",,"10.1111/(ISSN)1600-0498","","","",""
"Chemical Biology and Drug Design ","1747-0277","1747-0285",1997-01-01,49,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-0285",,"10.1111/(ISSN)1747-0285","","","",""
"Chemical Engineering and Technology","0930-7516","1521-4125",1998-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4125",,"10.1002/(ISSN)1521-4125","","","",""
"Chemical Vapor Deposition","0948-1907","1521-3862",1998-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3862",,"10.1002/(ISSN)1521-3862","","","",""
"Chemie in Unserer Zeit","0009-2851","1521-3781",2000-01-01,34,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3781",,"10.1002/(ISSN)1521-3781","","","",""
"Chemie-ingenieur-Technik","0009-286X","1522-2640",2000-01-01,72,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2640",,"10.1002/(ISSN)1522-2640","","","",""
"Chemistry - A European Journal","0947-6539","1521-3765",1998-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3765",,"10.1002/(ISSN)1521-3765","","","",""
"Chemistry and Biodiversity","1612-1872","1612-1880",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1612-1880",,"10.1002/(ISSN)1612-1880","","","",""
"Chemistry and industry","","2047-6329",2011-01-01,75,,,,,"http://onlinelibrary.wiley.com/journal//issues",,"10.1002/(ISSN)2047-6329","","","",""
"ChemistryOpen","","2191-1363",2012-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2191-1363",,"10.1002/(ISSN)2191-1363","","","",""
"Chemkon - Chemie Konkret, Forum Fuer Unterricht Und Didaktik","0944-5846","1521-3730",2002-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3730",,"10.1002/(ISSN)1521-3730","","","",""
"Chempluschem","","2192-6506",2012-01-01,77,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2192-6506/",,"10.1002/(ISSN)2192-6506","","","",""
"Child and Family Social Work","1356-7500","1365-2206",1997-01-01,2,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2206",,"10.1111/(ISSN)1365-2206","","","",""
"Child Abuse Review","0952-9136","1099-0852",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0852",,"10.1002/(ISSN)1099-0852","","","",""
"Child and Adolescent Mental Health","1475-357X","1475-3588",1997-01-01,2,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-3588",,"10.1111/(ISSN)1475-3588","","","",""
"Child Development","0009-3920","1467-8624",1997-01-01,68,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8624",,"10.1111/(ISSN)1467-8624","","","",""
"Child Development Perspectives","1750-8592","1750-8606",2007-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1750-8606",,"10.1111/(ISSN)1750-8606","","","",""
"Child: Care, Health and Development","0305-1862","1365-2214",1997-01-01,23,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2214",,"10.1111/(ISSN)1365-2214","","","",""
"Children and Society","0951-0605","1099-0860",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1099-0860",,"10.1111/(ISSN)1099-0860","","","",""
"China and World Economy","1671-2234","1749-124X",2006-01-01,14,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-124X",,"10.1111/(ISSN)1749-124X","","","",""
